#     t_0 (HJD)       u_0    t_E (d)     rho 
# 2458310.77700  0.006689    15.8860 0.00010 
# 
# Data are perfect.
2.458311940556521527e+06 1.421408574722024376e+01 5.428681023790647014e-02
2.458311951182608493e+06 1.422363456340367271e+01 5.428681023790647014e-02
2.458311961808695458e+06 1.423309629508776197e+01 5.428681023790647014e-02
2.458311972434782423e+06 1.424247245506958492e+01 5.428681023790647014e-02
2.458311983060869388e+06 1.425176451727161009e+01 5.428681023790647014e-02
2.458311993686956353e+06 1.426097391805108927e+01 5.428681023790647014e-02
2.458312004313043319e+06 1.427010205745528104e+01 5.428681023790647014e-02
2.458312014939130284e+06 1.427915030042515454e+01 5.428681023790647014e-02
2.458312025565217249e+06 1.428811997795004274e+01 5.428681023790647014e-02
2.458312036191304214e+06 1.429701238817565034e+01 5.428681023790647014e-02
2.458312046817391180e+06 1.430582879746756930e+01 5.428681023790647014e-02
2.458312057443478145e+06 1.431457044143248680e+01 5.428681023790647014e-02
2.458312068069565110e+06 1.432323852589899893e+01 5.428681023790647014e-02
2.458312078695652075e+06 1.433183422785997507e+01 5.428681023790647014e-02
2.458312089321739040e+06 1.434035869637821392e+01 5.428681023790647014e-02
2.458312099947826006e+06 1.434881305345709279e+01 5.428681023790647014e-02
2.458312110573912505e+06 1.435719839451184754e+01 5.428681023790647014e-02
2.458312121199999470e+06 1.436551579064174433e+01 5.428681023790648402e-02
2.458312131826086435e+06 1.437376628720025806e+01 5.428681023790647014e-02
2.458312142452173401e+06 1.438195090601368165e+01 5.428681023790647014e-02
2.458312153078260366e+06 1.439007064573014816e+01 5.428681023790647014e-02
2.458312163704347331e+06 1.439812648251103866e+01 5.428681023790647014e-02
2.458312174330434296e+06 1.440611937069697035e+01 5.428681023790647014e-02
2.458312184956521261e+06 1.441405024344947350e+01 5.428681023790648402e-02
2.458312195582608227e+06 1.442192001336940521e+01 5.428681023790648402e-02
2.458312206208695192e+06 1.442972957309310367e+01 5.428681023790647014e-02
2.458312216834782157e+06 1.443747979586721897e+01 5.428681023790647014e-02
2.458312227460869122e+06 1.444517153610314786e+01 5.428681023790647014e-02
2.458312238086956087e+06 1.445280562991188589e+01 5.428681023790647014e-02
2.458312248713043053e+06 1.446038289562016388e+01 5.428681023790647014e-02
2.458312259339130018e+06 1.446790413426862187e+01 5.428681023790647014e-02
2.458312269965216983e+06 1.447537013009273821e+01 5.428681023790647014e-02
2.458312280591303948e+06 1.448278177663654098e+01 5.428681023790647014e-02
2.458312291217390914e+06 1.449013957283271381e+01 5.428681023790648402e-02
2.458312301843477879e+06 1.449744438268264268e+01 5.428681023790648402e-02
2.458312312469564844e+06 1.450469692768923125e+01 5.428681023790647014e-02
2.458312323095651809e+06 1.451189791472023494e+01 5.428681023790647014e-02
2.458312333721738774e+06 1.451904803639958175e+01 5.428681023790647014e-02
2.458312344347825740e+06 1.452614797148577530e+01 5.428681023790648402e-02
2.458312354973912705e+06 1.453319838523787411e+01 5.428681023790648402e-02
2.458312365599999670e+06 1.454019992976952835e+01 5.428681023790647014e-02
