#     t_0 (HJD)       u_0    t_E (d)     rho 
# 2458310.77700  0.006689    15.8860 0.00010 
# 
# Data are perfect.
2.458170774672557600e+06 1.941609210237553640e+01 1.085736204758129542e-02
2.458170880614538211e+06 1.941609146325398427e+01 1.085736204758129542e-02
2.458170986556518823e+06 1.941609082177971146e+01 1.085736204758129542e-02
2.458171092498499434e+06 1.941609017794237246e+01 1.085736204758129542e-02
2.458171198440480046e+06 1.941608953173155783e+01 1.085736204758129542e-02
2.458171304382460658e+06 1.941608888313681547e+01 1.085736204758129542e-02
2.458171410324441269e+06 1.941608823214764001e+01 1.085736204758129542e-02
2.458171516266421881e+06 1.941608757875346924e+01 1.085736204758129542e-02
2.458171622208402492e+06 1.941608692294368055e+01 1.085736204758129542e-02
2.458171728150383569e+06 1.941608626470760512e+01 1.085736204758129542e-02
2.458171834092364181e+06 1.941608560403452088e+01 1.085736204758129542e-02
2.458171940034344792e+06 1.941608494091364534e+01 1.085736204758129542e-02
2.458172045976325404e+06 1.941608427533413916e+01 1.085736204758129542e-02
2.458172151918306015e+06 1.941608360728511684e+01 1.085736204758129542e-02
2.458172257860286627e+06 1.941608293675562535e+01 1.085736204758129542e-02
2.458172363802267238e+06 1.941608226373465840e+01 1.085736204758129542e-02
2.458172469744247850e+06 1.941608158821115993e+01 1.085736204758129542e-02
2.458172575686228462e+06 1.941608091017400994e+01 1.085736204758129542e-02
2.458172681628209073e+06 1.941608022961203162e+01 1.085736204758129542e-02
2.458172787570190150e+06 1.941607954651399126e+01 1.085736204758129542e-02
2.458172893512170762e+06 1.941607886086860191e+01 1.085736204758129542e-02
2.458172999454151373e+06 1.941607817266450908e+01 1.085736204758129542e-02
2.458173105396131985e+06 1.941607748189030502e+01 1.085736204758129542e-02
2.458173211338112596e+06 1.941607678853452512e+01 1.085736204758129542e-02
2.458173317280093208e+06 1.941607609258564082e+01 1.085736204758129542e-02
2.458173423222073819e+06 1.941607539403206673e+01 1.085736204758129542e-02
2.458173529164054431e+06 1.941607469286215348e+01 1.085736204758129542e-02
2.458173635106035043e+06 1.941607398906419135e+01 1.085736204758129542e-02
2.458173741048015654e+06 1.941607328262642085e+01 1.085736204758129542e-02
2.458173846989996731e+06 1.941607257353700078e+01 1.085736204758129542e-02
2.458173952931977343e+06 1.941607186178404731e+01 1.085736204758129542e-02
2.458174058873957954e+06 1.941607114735560913e+01 1.085736204758129542e-02
2.458174164815938566e+06 1.941607043023967094e+01 1.085736204758129542e-02
2.458174270757919177e+06 1.941606971042414997e+01 1.085736204758129542e-02
2.458174376699899789e+06 1.941606898789690661e+01 1.085736204758129542e-02
2.458174482641880400e+06 1.941606826264574082e+01 1.085736204758129542e-02
2.458174588583861012e+06 1.941606753465837798e+01 1.085736204758129542e-02
2.458174694525841624e+06 1.941606680392249018e+01 1.085736204758129542e-02
2.458174800467822701e+06 1.941606607042567845e+01 1.085736204758129542e-02
2.458174906409803312e+06 1.941606533415548341e+01 1.085736204758129542e-02
2.458175012351783924e+06 1.941606459509937466e+01 1.085736204758129542e-02
2.458175118293764535e+06 1.941606385324476136e+01 1.085736204758129542e-02
2.458175224235745147e+06 1.941606310857898521e+01 1.085736204758129542e-02
2.458175330177725758e+06 1.941606236108932038e+01 1.085736204758129542e-02
2.458175436119706370e+06 1.941606161076297354e+01 1.085736204758129542e-02
2.458175542061686981e+06 1.941606085758708389e+01 1.085736204758129542e-02
2.458175648003667593e+06 1.941606010154872664e+01 1.085736204758129542e-02
2.458175753945648205e+06 1.941605934263490241e+01 1.085736204758129542e-02
2.458175859887629282e+06 1.941605858083254788e+01 1.085736204758129542e-02
2.458175965829609893e+06 1.941605781612853576e+01 1.085736204758129542e-02
2.458176071771590505e+06 1.941605704850966063e+01 1.085736204758129542e-02
2.458176177713571116e+06 1.941605627796264599e+01 1.085736204758129542e-02
2.458176283655551728e+06 1.941605550447415851e+01 1.085736204758129542e-02
2.458176389597532339e+06 1.941605472803077603e+01 1.085736204758129542e-02
2.458176495539512951e+06 1.941605394861901956e+01 1.085736204758129542e-02
2.458176601481493562e+06 1.941605316622533195e+01 1.085736204758129542e-02
2.458176707423474174e+06 1.941605238083608853e+01 1.085736204758129542e-02
2.458176813365455251e+06 1.941605159243758294e+01 1.085736204758129542e-02
2.458176919307435863e+06 1.941605080101605552e+01 1.085736204758129542e-02
2.458177025249416474e+06 1.941605000655765068e+01 1.085736204758129542e-02
2.458177131191397086e+06 1.941604920904845244e+01 1.085736204758129542e-02
2.458177237133377697e+06 1.941604840847446667e+01 1.085736204758129542e-02
2.458177343075358309e+06 1.941604760482162462e+01 1.085736204758129542e-02
